1,1,1,1,1,1,1,1,0.83758,0.51987,1,1,1,1,1,1,1,0.73575,0.48632,0.87591,1,1,1,1,1,1,1,0.98839,0.6276,0.52315,0.93081,1,1,1,1,1,1,0.69116,0.27488,1,1,0.40619,0,0,1,1,0,0.17461,0.36781,0.19708,0.76058,1,1,1,1,1,1,1,1,1,0.40738,0.98345,1,0.2597,0.65815,1,1,0.15748,0.73423,0.78543,0.93457,0.49125,0.32225,0,0,0.23097,0.2355,0,0,0,0,0,0,0,0.36869,0,0.41541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23234,0,0,0,0,0,0,0,0,0,0.22747,0,0,0,0.2287,0,0,0,0,0,0,0,0.13259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14747,0.22593,0.29814,0.44852,0,0,0.17389,0.46054,0.30036,0.24451,0.20194,0,0,0,0.20186,0.12573,0.13083,0,0,0,0,0,0,0.14022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62217,0.75664,1,1,1,1,1,1,1,1,1,0.52313,0.89441,1,1,1,1,1,1,0.77349,1,1,0.13138,0,0,0.51059,0.47447,0,0,0,0,0.22804,0.61132,0.84798,0.71805,1,1,1,1,1,1,0,0.51357,0.58117,0,0.21772,1,1,0,0.60544,0.72148,0.93424,0.68681,0.60391,0.20913,0.22591,0.20462,0.27398,0,0.17308,0,0,0,0,0,0.77917,0,0.52161,0,0,0,0,0,0,0,0,0.12934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77152,0.13944,0,0,0,0.20133,0,0,0,0,0.76352,0.21069,0,0,0.75935,0.17595,0,0,0,0,0,0,0.46395,0,0,0,0,0,0.35649,0.13645,0,0,0,0,0,0,0,0,0,0,0,0.21561,0,0,0,0.1812,0.14518,0.14978,0.13601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0.75473,0.40739,0.19244,1,1,1,1,1,1,0.83083,0.36994,0.19273,1,1,1,1,1,1,1,1,0.74511,0.31049,0.24728,1,1,1,1,1,1,1,0.54949,0.18854,1,1,0.46261,0,0,1,1,0.17667,0.32585,0.64291,0.28904,1,1,1,1,1,1,1,1,1,1,0.94582,1,1,0.81971,1,1,1,0.19468,1,1,1,0.65953,0.4025,0,0,0.63363,0.51655,0.14418,0.13086,0,0.23937,0,0,0,0.28768,0,0.6796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52125,0.77349,0.90715,1,0.15807,0.29134,0.63056,1,0.90703,0.81057,0.63539,0,0.20153,0.36234,0.71915,0.47448,0.47257,0,0.17922,0.32676,0.24496,0.16452,0.24687,0.53434,0,0.1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0.85444,0.52436,1,1,1,1,1,1,1,0.81208,0.52427,1,1,1,1,1,1,1,1,1,0.74387,0.66639,1,1,1,1,1,1,1,0.92722,0.46714,1,1,0.21959,0,0,0.75504,0.80982,0,0.13856,0.24774,0.1393,0.75624,1,1,1,1,1,1,1,1,1,0.50272,1,1,0.38315,0.82292,1,1,0,1,1,1,0.8592,0.66108,0.19405,0.16354,0.58903,0.60145,0.19115,0.20558,0,0.23899,0,0,0,0.63631,0,0.8044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2153,0,0,0,0,0,0,0,0,0,0.23229,0,0,0,0.25,0,0,0,0,0,0,0,0.16224,0,0,0,0,0,0.16153,0,0,0,0,0,0,0,0,0,0.19842,0.36195,0.51934,0.78387,0,0.12621,0.2479,0.72107,0.59931,0.57637,0.4796,0,0,0.16466,0.37286,0.23246,0.24469,0,0,0.16327,0.14596,0,0.18784,0.22908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87723,0.93775,1,1,1,1,1,1,1,1,1,0.69805,1,1,1,1,1,1,1,0.97927,1,1,0,0,0,0.31413,0.31678,0,0,0,0,0.22213,0.51772,0.71571,0.70616,0.9897,1,1,1,1,1,0.13796,0.64217,0.6523,0,0.25356,1,1,0,0.90463,1,1,1,0.92381,0.42376,0.43067,0.42867,0.60904,0.22619,0.34324,0,0.20826,0,0,0,1,0,0.85814,0,0,0,0,0,0,0,0,0.20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73005,0,0,0,0,0.19227,0,0,0,0,0.79039,0.21305,0,0,0.83746,0.19321,0,0,0,0,0,0,0.56608,0,0,0.155,0,0,0.52566,0.18399,0,0,0,0,0,0,0,0,0,0,0.16161,0.38591,0,0,0,0.23944,0.21461,0.23275,0.23034,0,0,0,0.1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.30029,0.24904,0.67365,1,1,1,1,1,1,1,1,0.16809,0.54271,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17142,0.1483,0.24499,0.43287,0.79998,0.34496,0.708,0.98441,0,0.13692,0.1316,0,0,0.68222,1,0,0.45218,0.64785,0.92892,0.99875,1,0.71788,0.89179,0.18781,0.42416,0.21427,0.46586,0.1814,0,0.16044,0,0,1,0,0.71103,0,0,0,0,0.50943,0.17511,0,0,0.64603,0.24949,0,0,0,0.21358,0.15286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.58816,0.23121,0.13996,0,0.83189,0.23246,0.13719,0,0,1,0.9028,0.15674,0,1,0.83875,0.57704,0.18901,0,0,0.23508,0,1,0.2571,0,0.68961,0,0,1,0.74232,0.24464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0.8066,1,1,1,1,1,1,1,1,0.1759,0.1474,0.37059,0.98236,1,1,1,1,1,1,1,0,0.26187,0.76009,1,0.96399,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13866,0.20766,0.48238,0.17411,0.38509,0.66224,0,0,0,0,0,0.38443,1,0,0.23882,0.42998,0.72443,0.90394,1,0.7711,1,0,0.28098,0.18756,0.44602,0.19645,0,0.15518,0,0,1,0,0.57589,0,0,0,0,0.75272,0.28679,0,0,0.82179,0.46308,0.17283,0,0,0.28684,0.21741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.89652,0.50286,0.24367,0,1,0.51516,0.24313,0.1639,0,1,1,0.29228,0,1,1,0.89906,0.38968,0.23114,0.15304,0.52589,0.17711,1,0.57175,0.18236,0.9839,0.18692,0.2238,1,1,0.52087,0.14688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75473,1,1,1,1,1,1,1,0.44526,0.82486,1,1,1,1,1,1,1,0,0,0.17165,0.64699,1,1,1,1,1,1,1,0,0.14146,0.44336,0.84961,0.67448,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20735,0,0.17254,0.29609,0,0,0,0,0,0.18182,0.76716,0,0.13948,0.21561,0.45106,0.7322,0.91716,0.76194,1,0,0.18989,0.13918,0.36033,0.19392,0,0.13019,0,0,1,0,0.36923,0,0,0,0,0.99049,0.55519,0.21858,0.14473,0.96435,0.66361,0.26135,0.13397,0,0.39901,0.32773,0.15384,0,0.13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.85732,0.58808,0.18058,1,0.87957,0.59398,0.35419,0.24442,1,1,0.66059,0.19969,1,1,1,0.75593,0.5614,0.32707,0.88745,0.39565,1,0.92202,0.40447,1,0.40849,0.50601,1,1,0.82611,0.26283,0,0,0,0.1901,0.20393,0.19969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83758,1,0.40739,0.85444,1,1,1,1,1,1,0.20526,0.48699,0.84508,1,1,1,1,1,1,0,0,0,0.34688,0.8009,1,1,1,1,1,1,0,0,0.22099,0.57708,0.4188,0.94425,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14924,0,0,0,0,0,0,0.41863,0,0,0.13361,0.23743,0.58344,0.82212,0.76303,1,0,0.13074,0,0.29649,0.19839,0,0,0,0,1,0,0.23107,0,0,0,0,1,0.82889,0.45429,0.24695,1,0.87026,0.51298,0.22625,0.16521,0.52288,0.51396,0.23038,0,0.1959,0.14252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.89937,0.35596,1,1,0.92168,0.67733,0.56407,1,1,1,0.43779,1,1,1,1,0.90781,0.67362,1,0.74469,1,1,0.75197,1,0.75071,0.83875,1,1,1,0.5862,0,0,0.13145,0.38479,0.4421,0.43779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51987,1,0.19244,0.52436,1,1,1,1,1,1,0,0.21755,0.51068,1,1,1,1,1,1,0,0,0,0.17368,0.47503,0.84601,1,1,1,1,1,0,0,0,0.26266,0.20438,0.64775,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1997,0,0,0,0.1388,0.34181,0.61615,0.63493,1,0,0,0,0.20681,0.16215,0,0,0,0,1,0,0.14533,0,0,0,0,1,0.99867,0.66526,0.4662,1,0.95047,0.6558,0.35943,0.23097,0.51542,0.57536,0.30874,0.15575,0.21518,0.17803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.68197,1,1,1,1,0.89728,1,1,1,0.77223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83829,0.16919,0.22147,0.23642,0.71094,0.7752,0.77223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
